value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
NAN,water,Bangladesh MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Bangladesh MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Bangladesh MICS 2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Bangladesh MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
NAN,school,Bangladesh MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Bangladesh MICS 2006 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Bangladesh MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
ngo/mosque based/adult literacy programme,school,Bangladesh MICS 2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
tribal,urban.rural,Bangladesh MICS 2006 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
missing,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool/kindergarten,school,Bangladesh MICS 2006 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Bangladesh MICS 2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Bangladesh MICS 2006 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
secondary,school,Bangladesh MICS 2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Bangladesh MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
urban (municipality),urban.rural,Bangladesh MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
urban non-slum (metro city),urban.rural,Bangladesh MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
urban slum,urban.rural,Bangladesh MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
yes,ynm,Bangladesh MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Bangladesh_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Bangladesh_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Bangladesh_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Bangladesh_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
tin,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cement,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
bricks,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
cane/palm/trunks,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
wood planks / shingles,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
reused wood,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cardboard,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
dirt,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
no walls,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
bamboo with mud,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
uncovered adobe,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
cement blocks,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
covered adobe,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
stone with lime / cement,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
earth / sand,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cement,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
ceramic tiles,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
other,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
palm / bamboo,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
dung,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
vinyl or asphalt strips,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
"tube well, borehole",water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,0
public tap / standpipe,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,0
piped to neighbour,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,0
rainwater collection,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
"surface water (river, stream, dam, lake, pond, canal, irrigation channel)",water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
piped into dwelling,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,0,0
protected well,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,0
"piped into compound, yard or plot",water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,0,0
unprotected well,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
unprotected spring,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
protected spring,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,0,0
tanker-truck,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
cart with small tank / drum,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,1,1
pit latrine without slab / open pit,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
pit latrine with slab,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
"hanging toilet, hanging latrine",toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
"no facility, bush, field",toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
NAN,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
other,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to septic tank,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to piped sewer system,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
composting toilet,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to somewhere else,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
bucket,toilets,Bangladesh_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
dk,school,Bangladesh_MICS5_Datasets,,,,NAN,NAN,NAN,NAN,NAN
rural,urban.rural,Bangladesh_MICS5_Datasets,0,,,,NAN,NAN,NAN,NAN
missing,attended,Bangladesh_MICS5_Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
higher,school,Bangladesh_MICS5_Datasets,,,,higher,NAN,NAN,NAN,NAN
NAN,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Bangladesh_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Bangladesh_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Bangladesh_MICS5_Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Bangladesh_MICS5_Datasets,,,,NAN,NAN,NAN,NAN,NAN
NAN,school,Bangladesh_MICS5_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Bangladesh_MICS5_Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Bangladesh_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Bangladesh_MICS5_Datasets,1,,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Bangladesh_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool,school,Bangladesh_MICS5_Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Bangladesh_MICS5_Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Bangladesh_MICS5_Datasets,,,1,,NAN,NAN,NAN,NAN
no,ynm,Bangladesh_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
secondary/higher secondary,school,Bangladesh_MICS5_Datasets,,,,secondary,NAN,NAN,NAN,NAN
yes,ynm,Bangladesh_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Barbados_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Barbados_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Barbados_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Barbados_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
wood planks / shingles,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
stone with lime / cement,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cement blocks,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cardboard,wall,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
reused wood,wall,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
bricks,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
concrete board,wall,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
missing,wall,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
vinyl or asphalt strips,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
wood,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
marley/ linoleum,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
carpet,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
missing,floor,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
earth / sand,floor,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
piped into dwelling,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,0,0
"piped into compound, yard or plot",water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,0,0
piped to neighbour,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,1,0
public tap / standpipe,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,0,0
protected spring,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,1,0
flush to well/pit (latrine),toilets,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
"no facility, bush, field",toilets,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
flush to piped sewer system,toilets,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Barbados_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
flush to septic tank,toilets,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Barbados_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,toilets,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
dk,school,Barbados_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
rural,urban.rural,Barbados_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
missing,attended,Barbados_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Barbados_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Barbados_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Barbados_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Barbados_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
infant,school,Barbados_MICS4_Datasets,,,,preschool,NAN,NAN,NAN,NAN
NAN,attended,Barbados_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
junior,school,Barbados_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
NAN,school,Barbados_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Barbados_MICS4_Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Barbados_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Barbados_MICS4_Datasets,1,,,,NAN,NAN,NAN,NAN
post secondary/ non-tertiary,school,Barbados_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
NAN,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Barbados_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool,school,Barbados_MICS4_Datasets,,,,preschool,NAN,NAN,NAN,NAN
yes,attended,Barbados_MICS4_Datasets,,,1,,NAN,NAN,NAN,NAN
reception,school,Barbados_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
secondary,school,Barbados_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Barbados_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
tertiary/university,school,Barbados_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
yes,ynm,Barbados_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
bricks,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
panels,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks/shingles,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
concrete (ferraconcrete),wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
linoleum,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
laminated flooring,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement,floor,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
piped into dwelling,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
public tap/standpipe,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
protected well,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
piped into yard or plot,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
bottled water,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
unprotected well,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to septic tank,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab/open pit,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to pit (latrine),toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
bucket,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
composting toilet,toilets,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
rural,urban.rural,Belarus MICS 2005 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
higher,school,Belarus MICS 2005 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
2,ynm,Belarus MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Belarus MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Belarus MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Belarus MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
incomplete secondary,school,Belarus MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
NAN,attended,Belarus MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Belarus MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Belarus MICS 2005 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Belarus MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
non-standard curriculum,school,Belarus MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
urban,urban.rural,Belarus MICS 2005 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
NAN,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Belarus MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
preshcool/kindergarten,school,Belarus MICS 2005 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Belarus MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Belarus MICS 2005 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
primary/secondary professional,school,Belarus MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
secondary,school,Belarus MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Belarus MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Belarus MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Belarus_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
covered adobe,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
wood planks / shingles,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
bricks,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
beton,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
plastic,wall,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Belarus_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
laminat,floor,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
linoleum,floor,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
other,floor,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
missing,floor,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
piped into dwelling,water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,0,0
bottled water,water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,0,0
protected well,water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,1,0
public tap / standpipe,water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,1,0
"tube well, borehole",water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,1,1
"piped into compound, yard or plot",water,Belarus_MICS4_Datasets,,,,,FALSE,NAN,0,0
flush to piped sewer system,toilets,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine with slab,toilets,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Belarus_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Belarus_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,toilets,Belarus_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
dk,school,Belarus_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
rural,urban.rural,Belarus_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
general basic,school,Belarus_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
