Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"147,970",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"1,172",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"1,172",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"46,806",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"46,806",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"1,087,946",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Other Transfers from Central Government
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"1,087,946",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Other Transfers from Central Government
Revenue,Development Revenues,Entebbe Municipal Council,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"3,364,669",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Entebbe Municipal Council,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,LGMSD (Former LGDP)
Revenue,Development Revenues,Entebbe Municipal Council,District Government,,Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,LGMSD (Former LGDP)
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"60,524",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Locally Raised Revenues
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"21,333",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Locally Raised Revenues
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"247,925",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"247,925",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"3,019,500",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Other Transfers from Central Government
Revenue,Development Revenues,Entebbe Municipal Council,District Government,,Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Other Transfers from Central Government
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"26,000",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"26,000",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"46,806",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"46,806",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"1,520,869",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Non Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"1,237,088",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Non Wage
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,"3,353,949",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,"3,659,927",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 752,Donor Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 752,Donor Development
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"18,508",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Locally Raised Revenues
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"21,630",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Locally Raised Revenues
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"11,125",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"11,125",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"11,125",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"11,125",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"18,508",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Non Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"21,630",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Non Wage
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 752,Donor Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 752,Donor Development
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,601",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,601",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"4,789",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Conditional Grant to Public Libraries
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"4,789",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Conditional Grant to Public Libraries
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"2,880",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"2,880",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"6,013",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"6,013",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,157",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,157",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"52,102",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"53,144",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,800,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,800,Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"17,863",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"17,863",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"80,902",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Locally Raised Revenues
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"82,520",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Locally Raised Revenues
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"44,213",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"44,213",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"17,863",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"17,863",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"154,244",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Non Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"156,904",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Non Wage
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,"44,213",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,"44,213",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 752,Donor Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 752,Donor Development
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"19,112",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"19,112",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"30,354",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Locally Raised Revenues
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"30,961",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Locally Raised Revenues
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"15,143",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"15,143",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,623",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Entebbe Municipal Council,District Government,"3,623",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Entebbe Municipal Council,District Government,,Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,LGMSD (Former LGDP)
Revenue,Development Revenues,Entebbe Municipal Council,District Government,"15,917",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,LGMSD (Former LGDP)
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"19,112",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"19,112",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"49,120",Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Non Wage
Expenditure,Recurrent Expenditure,Entebbe Municipal Council,District Government,"49,727",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Non Wage
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,"15,917",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Domestic Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 10: Planning,2013/14 Approved Budget,Vote: 752,Donor Development
Expenditure,Development Expenditure,Entebbe Municipal Council,District Government,0,Workplan 10: Planning,2014/15 Proposed Budget,Vote: 752,Donor Development
