This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Stock quote and option quote for AAPL on 9/17/14 16:11:16

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
101.61,Q,+.75,101.61,Q,101.62,Q,15 x 31,"56,646,602",101.27,101.80,100.5922

UNDERLYING EXTRA INFO
Yield,PE,EPS,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
1.85%,16.34,6.22,.47,Q,8/7/14,103.74,63.9286,"5,987,867,000",.9006

SEP 14  (2)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,, ,,35.85,C,36.20,C,APR 15,65.71,.23,C,.31,C,.33,Q,0,,
,,, ,,35.20,X,35.45,X,APR 15,66.43,.25,C,.33,C,.28,N,0,,
,,32.16,Q,0,34.45,X,34.75,X,APR 15,67.14,.28,C,.35,C,.28,C,0,,
,,34.00,Q,0,33.80,X,34.05,X,APR 15,67.86,.30,C,.37,C,.32,C,0,,
,,32.91,C,0,33.05,X,33.35,X,APR 15,68.57,.34,C,.40,C,.49,Q,0,,
,,25.85,C,0,32.35,X,32.65,X,APR 15,69.29,.37,C,.42,N,.37,C,0,,
,,31.15,N,-.38,31.70,C,31.95,X,APR 15,70,.41,C,.45,C,.52,H,0,,
,,31.51,C,0,30.95,C,31.35,C,APR 15,70.71,.44,X,.48,C,.51,C,0,,
,,29.20,Q,0,30.25,C,30.55,X,APR 15,71.43,.48,X,.52,C,.59,Q,0,,
,,28.07,C,0,29.65,C,29.85,X,APR 15,72.14,.51,X,.56,C,.61,C,0,,
,,27.50,A,0,28.95,X,29.20,X,APR 15,72.86,.56,X,.60,C,.71,C,0,,
,,27.30,Q,0,28.20,C,28.50,X,APR 15,73.57,.60,C,.65,C,.59,A,0,,
,,26.13,C,0,27.60,X,27.80,X,APR 15,74.29,.65,X,.70,C,.73,C,0,,
,,27.00,H,+1.00,26.85,A,27.15,A,APR 15,75,.70,C,.75,C,.72,Q,-.15,,
,,24.30,N,0,26.20,X,26.50,X,APR 15,75.71,.75,X,.81,C,.86,M,0,,
,,24.20,Q,0,25.60,X,25.80,X,APR 15,76.43,.81,X,.87,C,.97,M,0,,
